Time,Atlanta,Score,Boston,Event,Quarter,TeamScore,OpponentScore,PointDifference,ElapsedTime
6:48.0,A. Griffin misses 3-pt jump shot from 27 ft,61-80, ,,3,61,80,-19,1752.0
6:45.0, ,61-80,Defensive rebound by P. Pritchard,,3,61,80,-19,1755.0
6:23.0, ,61-80,J. Brown misses 3-pt jump shot from 28 ft,,3,61,80,-19,1777.0
6:23.0,Defensive rebound by D. Murray,61-80, ,,3,61,80,-19,1777.0
6:05.0,B. Bogdanović makes 3-pt jump shot from 26 ft,64-80, ,,3,64,80,-16,1795.0
5:47.0, ,64-83,J. Brown makes 3-pt jump shot from 28 ft (assist by D. Banton),,3,64,83,-19,1813.0
5:27.0,D. Hunter makes 3-pt jump shot from 27 ft,67-83, ,,3,67,83,-16,1833.0
5:02.0, ,67-83,D. Banton misses 3-pt jump shot from 27 ft,,3,67,83,-16,1858.0
4:59.0,Defensive rebound by A. Griffin,67-83, ,,3,67,83,-16,1861.0
4:51.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by C. Capela),70-83, ,,3,70,83,-13,1869.0
4:37.0, ,70-83,Offensive foul by J. Brown (drawn by D. Hunter),,3,70,83,-13,1883.0
4:37.0, ,70-83,Turnover by J. Brown (offensive foul),,3,70,83,-13,1883.0
4:37.0,O. Okongwu enters the game for C. Capela,70-83, ,,3,70,83,-13,1883.0
4:37.0, ,70-83,S. Hauser enters the game for D. Banton,,3,70,83,-13,1883.0
4:18.0,D. Hunter makes 2-pt jump shot from 6 ft,72-83, ,,3,72,83,-11,1902.0
3:54.0, ,72-83,Turnover by J. Tatum (lost ball; steal by B. Bogdanović),,3,72,83,-11,1926.0
3:53.0, ,72-83,Clear path foul by D. Hunter,,3,72,83,-11,1927.0
3:53.0, ,72-83,Instant Replay (Request: Ruling Stands),,3,72,83,-11,1927.0
3:53.0,D. Hunter makes clear path free throw 1 of 2,73-83, ,,3,73,83,-10,1927.0
3:53.0,D. Hunter makes clear path free throw 2 of 2,74-83, ,,3,74,83,-9,1927.0
3:53.0, ,74-83,N. Queta enters the game for L. Kornet,,3,74,83,-9,1927.0
3:46.0,B. Bogdanović makes 3-pt jump shot from 27 ft,77-83, ,,3,77,83,-6,1934.0
3:44.0, ,77-83,Boston full timeout,,3,77,83,-6,1936.0
3:44.0, ,77-83,D. White enters the game for J. Tatum,,3,77,83,-6,1936.0
3:27.0, ,77-85,N. Queta makes 2-pt layup from 3 ft (assist by J. Brown),,3,77,85,-8,1953.0
3:06.0,D. Hunter misses 3-pt jump shot from 25 ft,77-85, ,,3,77,85,-8,1974.0
3:04.0, ,77-85,Defensive rebound by J. Brown,,3,77,85,-8,1976.0
2:50.0, ,77-88,S. Hauser makes 3-pt jump shot from 22 ft (assist by J. Brown),,3,77,88,-11,1990.0
2:30.0,D. Murray misses 3-pt jump shot from 26 ft,77-88, ,,3,77,88,-11,2010.0
2:27.0, ,77-88,Defensive rebound by N. Queta,,3,77,88,-11,2013.0
2:15.0, ,77-88,D. White misses 3-pt jump shot from 28 ft,,3,77,88,-11,2025.0
2:10.0,Defensive rebound by B. Bogdanović,77-88, ,,3,77,88,-11,2030.0
2:08.0,B. Bogdanović makes 3-pt jump shot from 25 ft,80-88, ,,3,80,88,-8,2032.0
1:50.0, ,80-88,S. Hauser misses 3-pt jump shot from 24 ft,,3,80,88,-8,2050.0
1:47.0,Defensive rebound by A. Griffin,80-88, ,,3,80,88,-8,2053.0
1:37.0,Offensive foul by B. Bogdanović (drawn by N. Queta),80-88, ,,3,80,88,-8,2063.0
1:37.0,Turnover by B. Bogdanović (offensive foul),80-88, ,,3,80,88,-8,2063.0
1:37.0,S. Bey enters the game for A. Griffin,80-88, ,,3,80,88,-8,2063.0
1:37.0,W. Matthews enters the game for D. Hunter,80-88, ,,3,80,88,-8,2063.0
1:37.0,T. Young enters the game for D. Murray,80-88, ,,3,80,88,-8,2063.0
1:27.0, ,80-88,Shooting foul by B. Bogdanović (drawn by D. White),,3,80,88,-8,2073.0
1:27.0, ,80-89,D. White makes free throw 1 of 2,,3,80,89,-9,2073.0
1:27.0, ,80-90,D. White makes free throw 2 of 2,,3,80,90,-10,2073.0
1:14.0,B. Bogdanović misses 3-pt jump shot from 32 ft,80-90, ,,3,80,90,-10,2086.0
1:10.0, ,80-90,Defensive rebound by N. Queta,,3,80,90,-10,2090.0
1:03.0, ,80-90,D. White misses 2-pt jump shot from 10 ft,,3,80,90,-10,2097.0
1:01.0,Defensive rebound by O. Okongwu,80-90, ,,3,80,90,-10,2099.0
0:55.0,T. Young misses 3-pt jump shot from 32 ft,80-90, ,,3,80,90,-10,2105.0
0:52.0, ,80-90,Defensive rebound by N. Queta,,3,80,90,-10,2108.0
0:30.0, ,80-90,P. Pritchard misses 3-pt jump shot from 23 ft,,3,80,90,-10,2130.0
0:29.0, ,80-90,Offensive rebound by N. Queta,,3,80,90,-10,2131.0
0:29.0,A. Griffin enters the game for W. Matthews,80-90, ,,3,80,90,-10,2131.0
0:29.0, ,80-90,Turnover by  (5 sec),,3,80,90,-10,2131.0
0:09.0,T. Young makes 2-pt layup from 2 ft,82-90, ,,3,82,90,-8,2151.0
0:09.0,Shooting foul by D. White (drawn by T. Young),82-90, ,,3,82,90,-8,2151.0
0:09.0,D. Hunter enters the game for A. Griffin,82-90, ,,3,82,90,-8,2151.0
0:09.0,T. Young misses free throw 1 of 1,82-90, ,,3,82,90,-8,2151.0
0:07.0, ,82-90,Defensive rebound by Team,,3,82,90,-8,2153.0
0:07.0,Jump ball: S. Hauser vs. O. Okongwu (D. White gains possession),82-90,,,3,82,90,-8,2153.0
0:00.0, ,82-90,P. Pritchard misses 3-pt jump shot from 30 ft,,3,82,90,-8,2160.0
0:00.0, ,82-90,Offensive rebound by Team,,3,82,90,-8,2160.0
0:00.0,End of 3rd quarter,82-90,,,3,82,90,-8,2160.0
12:00.0,Start of 4th quarter,82-90,,,4,82,90,-8,2160.0
11:49.0, ,82-90,Turnover by D. White (bad pass),,4,82,90,-8,2171.0
11:49.0,D. Hunter enters the game for A. Griffin,82-90, ,,4,82,90,-8,2171.0
11:39.0,Turnover by T. Young (bad pass; steal by N. Queta),82-90, ,,4,82,90,-8,2181.0
11:33.0, ,82-90,S. Hauser misses 3-pt jump shot from 28 ft,,4,82,90,-8,2187.0
11:30.0, ,82-90,Offensive rebound by D. White,,4,82,90,-8,2190.0
11:25.0, ,82-93,S. Hauser makes 3-pt jump shot from 25 ft (assist by D. White),,4,82,93,-11,2195.0
11:17.0,Offensive foul by D. Hunter (drawn by D. White),82-93, ,,4,82,93,-11,2203.0
11:17.0,Turnover by D. Hunter (offensive foul),82-93, ,,4,82,93,-11,2203.0
11:01.0, ,82-95,J. Tatum makes 2-pt jump shot from 15 ft (assist by D. White),,4,82,95,-13,2219.0
10:47.0,T. Young misses 3-pt jump shot from 33 ft,82-95, ,,4,82,95,-13,2233.0
10:44.0, ,82-95,Defensive rebound by J. Tatum,,4,82,95,-13,2236.0
10:33.0, ,82-95,A. Horford misses 3-pt jump shot from 24 ft,,4,82,95,-13,2247.0
10:30.0,Defensive rebound by S. Bey,82-95, ,,4,82,95,-13,2250.0
10:23.0,O. Okongwu makes 2-pt dunk from 2 ft (assist by T. Young),84-95, ,,4,84,95,-11,2257.0
9:56.0, ,84-95,Shooting foul by D. Hunter (drawn by J. Tatum),,4,84,95,-11,2284.0
9:56.0, ,84-95,J. Tatum misses free throw 1 of 2,,4,84,95,-11,2284.0
9:56.0, ,84-95,Offensive rebound by Team,,4,84,95,-11,2284.0
9:56.0, ,84-96,J. Tatum makes free throw 2 of 2,,4,84,96,-12,2284.0
9:46.0,T. Young makes 2-pt jump shot from 9 ft,86-96, ,,4,86,96,-10,2294.0
9:28.0, ,86-98,A. Horford makes 2-pt jump shot from 11 ft,,4,86,98,-12,2312.0
9:18.0,T. Young makes 3-pt jump shot from 27 ft,89-98, ,,4,89,98,-9,2322.0
8:53.0, ,89-100,J. Tatum makes 2-pt jump shot from 17 ft,,4,89,100,-11,2347.0
8:44.0,T. Young makes 2-pt jump shot from 6 ft,91-100, ,,4,91,100,-9,2356.0
8:44.0, ,91-100,Violation by Team (def goaltending),,4,91,100,-9,2356.0
8:44.0,Shooting foul by D. White (drawn by T. Young),91-100, ,,4,91,100,-9,2356.0
8:44.0,T. Young misses free throw 1 of 1,91-100, ,,4,91,100,-9,2356.0
8:44.0, ,91-100,Defensive rebound by A. Horford,,4,91,100,-9,2356.0
8:25.0, ,91-103,J. Tatum makes 3-pt jump shot from 27 ft,,4,91,103,-12,2375.0
8:08.0,T. Young makes 3-pt jump shot from 26 ft,94-103, ,,4,94,103,-9,2392.0
7:56.0, ,94-103,Personal foul by D. Hunter (drawn by J. Tatum),,4,94,103,-9,2404.0
7:53.0, ,94-103,Offensive foul by J. Tatum (drawn by D. Hunter),,4,94,103,-9,2407.0
7:53.0, ,94-103,Turnover by J. Tatum (offensive foul),,4,94,103,-9,2407.0
7:53.0, ,94-103,D. Banton enters the game for N. Queta,,4,94,103,-9,2407.0
7:39.0,B. Bogdanović misses 2-pt jump shot from 6 ft,94-103, ,,4,94,103,-9,2421.0
7:36.0, ,94-103,Defensive rebound by S. Hauser,,4,94,103,-9,2424.0
7:22.0, ,94-103,S. Hauser misses 3-pt jump shot from 28 ft,,4,94,103,-9,2438.0
7:18.0, ,94-103,Offensive rebound by A. Horford,,4,94,103,-9,2442.0
7:13.0, ,94-103,J. Tatum misses 3-pt jump shot from 27 ft,,4,94,103,-9,2447.0
7:10.0,Defensive rebound by B. Bogdanović,94-103, ,,4,94,103,-9,2450.0
7:00.0,Turnover by B. Bogdanović (lost ball; steal by J. Tatum),94-103, ,,4,94,103,-9,2460.0
6:56.0, ,94-105,D. Banton makes 2-pt dunk from 3 ft (assist by S. Hauser),,4,94,105,-11,2464.0
6:56.0,Atlanta full timeout,94-105, ,,4,94,105,-11,2464.0
6:56.0,D. Murray enters the game for B. Bogdanović,94-105, ,,4,94,105,-11,2464.0
6:56.0, ,94-105,J. Brown enters the game for D. White,,4,94,105,-11,2464.0
6:46.0,T. Young misses 3-pt jump shot from 30 ft,94-105, ,,4,94,105,-11,2474.0
6:42.0, ,94-105,Defensive rebound by A. Horford,,4,94,105,-11,2478.0
6:30.0, ,94-108,S. Hauser makes 3-pt jump shot from 24 ft (assist by A. Horford),,4,94,108,-14,2490.0
6:10.0,Shooting foul by D. Banton (drawn by D. Hunter),94-108, ,,4,94,108,-14,2510.0
6:10.0,D. Hunter makes free throw 1 of 3,95-108, ,,4,95,108,-13,2510.0
6:10.0,D. Hunter makes free throw 2 of 3,96-108, ,,4,96,108,-12,2510.0
6:10.0,D. Hunter makes free throw 3 of 3,97-108, ,,4,97,108,-11,2510.0
5:55.0, ,97-108,Offensive foul by D. Banton (drawn by T. Young),,4,97,108,-11,2525.0
5:55.0, ,97-108,Turnover by D. Banton (offensive foul),,4,97,108,-11,2525.0
5:46.0,T. Young misses 3-pt jump shot from 27 ft,97-108, ,,4,97,108,-11,2534.0
5:43.0, ,97-108,Defensive rebound by D. Banton,,4,97,108,-11,2537.0
5:36.0, ,97-108,Turnover by J. Brown (traveling),,4,97,108,-11,2544.0
5:31.0,Personal foul by S. Hauser (drawn by T. Young),97-108, ,,4,97,108,-11,2549.0
5:31.0,B. Bogdanović enters the game for S. Bey,97-108, ,,4,97,108,-11,2549.0
5:20.0,B. Bogdanović misses 3-pt jump shot from 25 ft,97-108, ,,4,97,108,-11,2560.0
5:17.0, ,97-108,Defensive rebound by D. Banton,,4,97,108,-11,2563.0
5:01.0, ,97-108,A. Horford misses 3-pt jump shot from 27 ft,,4,97,108,-11,2579.0
4:57.0,Defensive rebound by O. Okongwu,97-108, ,,4,97,108,-11,2583.0
4:48.0,D. Murray makes 2-pt jump shot from 9 ft,99-108, ,,4,99,108,-9,2592.0
4:48.0, ,99-108,Boston full timeout,,4,99,108,-9,2592.0
4:48.0, ,99-108,D. White enters the game for D. Banton,,4,99,108,-9,2592.0
4:35.0, ,99-110,J. Tatum makes 2-pt jump shot from 15 ft (assist by D. White),,4,99,110,-11,2605.0
4:23.0,T. Young misses 2-pt jump shot from 10 ft,99-110, ,,4,99,110,-11,2617.0
4:20.0, ,99-110,Defensive rebound by D. White,,4,99,110,-11,2620.0
4:08.0, ,99-110,S. Hauser misses 3-pt jump shot from 24 ft,,4,99,110,-11,2632.0
4:05.0,Defensive rebound by B. Bogdanović,99-110, ,,4,99,110,-11,2635.0
3:50.0,D. Hunter makes 2-pt layup from 2 ft,101-110, ,,4,101,110,-9,2650.0
3:35.0, ,101-110,Turnover by D. White (out of bounds lost ball),,4,101,110,-9,2665.0
3:35.0,Atlanta full timeout,101-110, ,,4,101,110,-9,2665.0
3:35.0,Instant Replay (Challenge: Ruling Stands),101-110, ,,4,101,110,-9,2665.0
3:28.0,Personal foul by J. Brown (drawn by B. Bogdanović),101-110, ,,4,101,110,-9,2672.0
3:25.0,Turnover by  (5 sec),101-110, ,,4,101,110,-9,2675.0
3:12.0, ,101-110,J. Tatum misses 2-pt jump shot from 18 ft,,4,101,110,-9,2688.0
3:09.0,Defensive rebound by B. Bogdanović,101-110, ,,4,101,110,-9,2691.0
3:01.0,Turnover by T. Young (lost ball; steal by D. White),101-110, ,,4,101,110,-9,2699.0
2:58.0, ,101-110,Shooting foul by B. Bogdanović (drawn by J. Tatum),,4,101,110,-9,2702.0
2:58.0, ,101-110,J. Tatum misses free throw 1 of 2,,4,101,110,-9,2702.0
2:58.0, ,101-110,Offensive rebound by Team,,4,101,110,-9,2702.0
2:58.0, ,101-111,J. Tatum makes free throw 2 of 2,,4,101,111,-10,2702.0
2:44.0,T. Young misses 2-pt layup from 5 ft (block by A. Horford),101-111, ,,4,101,111,-10,2716.0
2:42.0,Offensive rebound by Team,101-111, ,,4,101,111,-10,2718.0
2:36.0,D. Hunter misses 3-pt jump shot from 26 ft,101-111, ,,4,101,111,-10,2724.0
2:33.0, ,101-111,Defensive rebound by A. Horford,,4,101,111,-10,2727.0
2:16.0, ,101-111,D. White misses 3-pt jump shot from 26 ft,,4,101,111,-10,2744.0
2:14.0,Defensive rebound by D. Hunter,101-111, ,,4,101,111,-10,2746.0
2:06.0,T. Young misses 3-pt jump shot from 26 ft,101-111, ,,4,101,111,-10,2754.0
2:03.0, ,101-111,Defensive rebound by J. Tatum,,4,101,111,-10,2757.0
1:47.0, ,101-111,J. Tatum misses 3-pt jump shot from 27 ft,,4,101,111,-10,2773.0
1:44.0,Defensive rebound by D. Hunter,101-111, ,,4,101,111,-10,2776.0
1:41.0,Turnover by B. Bogdanović (traveling),101-111, ,,4,101,111,-10,2779.0
1:17.0, ,101-111,J. Brown misses 3-pt jump shot from 26 ft,,4,101,111,-10,2803.0
1:14.0, ,101-111,Offensive rebound by S. Hauser,,4,101,111,-10,2806.0
1:11.0, ,101-111,J. Tatum misses 3-pt jump shot from 27 ft,,4,101,111,-10,2809.0
1:08.0,Defensive rebound by D. Hunter,101-111, ,,4,101,111,-10,2812.0
1:03.0,D. Murray makes 2-pt layup from 3 ft,103-111, ,,4,103,111,-8,2817.0
0:54.0, ,103-113,J. Tatum makes 2-pt layup from 2 ft (assist by D. White),,4,103,113,-10,2826.0
0:49.0,D. Murray misses 3-pt jump shot from 26 ft,103-113, ,,4,103,113,-10,2831.0
0:47.0, ,103-113,Defensive rebound by Team,,4,103,113,-10,2833.0
0:47.0, ,103-113,Boston full timeout,,4,103,113,-10,2833.0
0:47.0, ,103-113,Instant Replay (Challenge: Ruling Stands),,4,103,113,-10,2833.0
0:47.0, ,103-113,P. Pritchard enters the game for S. Hauser,,4,103,113,-10,2833.0
0:28.0, ,103-113,J. Brown misses 2-pt jump shot from 10 ft,,4,103,113,-10,2852.0
0:25.0,Defensive rebound by B. Bogdanović,103-113, ,,4,103,113,-10,2855.0
0:21.0,B. Bogdanović misses 3-pt jump shot from 27 ft,103-113, ,,4,103,113,-10,2859.0
0:17.0, ,103-113,Defensive rebound by A. Horford,,4,103,113,-10,2863.0
0:00.0,End of 4th quarter,103-113,,,4,103,113,-10,2880.0
